,meta.page.currentPage,meta.page.from,meta.page.lastPage,meta.page.perPage,meta.page.to,meta.page.total,data.type,data.id,data.attributes.nomor_pb_umku,data.attributes.nama,data.attributes.website,data.attributes.sektor,data.attributes.nama_perusahaan,data.attributes.tanggal_daftar,data.attributes.nomor_tanda_daftar,data.attributes.qr_code,data.attributes.status_id,data.attributes.sistem_elektronik_id
155,16,151,41,10,160,404,tdpseTerbit,9202,,ALIBABA.COM,alibaba.com,Sektor Perdagangan,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,2022-07-27,006456.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f6c7fc80abe8e4ad53d5d8172ce8deda.png,TERDAFTAR,9110
156,16,151,41,10,160,404,tdpseTerbit,9200,,TAOBAO,world.taobao.com,Sektor Perdagangan,"ZHEJIANG TAOBAO NETWORK CO., LTD.",2022-07-27,006454.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/169563c68b945429b68fdda2cb70ad36.png,TERDAFTAR,9108
157,16,151,41,10,160,404,tdpseTerbit,9193,,SENTBE,sentbe.com,Sektor Keuangan,SENTBE PTE LTD,2022-07-27,006451.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/c4efad6e4228b4a58eff98ecfca7bc23.png,TERDAFTAR,9101
158,16,151,41,10,160,404,tdpseTerbit,9878,,ELECTRONIC SOUL GAME,coco4game.com,Sektor Teknologi Informasi dan Komunikasi,"ELECTRONIC SOUL INTERACTIVE TECHNOLOGY(HONG KONG) CO.,LIMITED",2022-08-04,006450.03/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/0050d6a8a3a6790516071f1a64d1b6ce.png,TERDAFTAR,9764
159,16,151,41,10,160,404,tdpseTerbit,9840,,ELECTRONIC SOUL GAME,coco4game.com,Sektor Teknologi Informasi dan Komunikasi,"ELECTRONIC SOUL INTERACTIVE TECHNOLOGY(HONG KONG) CO.,LIMITED",2022-08-04,006450.02/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/fcf5b5523c100cbebe8481752c647b61.png,TERDAFTAR,9715
160,17,161,41,10,170,404,tdpseTerbit,9191,,E-SOUL GAME,coco4game.com,Sektor Teknologi Informasi dan Komunikasi,"ELECTRONIC SOUL INTERACTIVE TECHNOLOGY(HONG KONG) CO.,LIMITED",2022-07-27,006450.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/64388204ae6e6abf9cb7b3c22933e356.png,TERDAFTAR,9099
161,17,161,41,10,170,404,tdpseTerbit,9180,,OPERA NEWS,opera.com,Sektor Teknologi Informasi dan Komunikasi,OPERA NORWAY AS,2022-07-27,006445.06/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/719c3769d1b0b67684f77e9b6c138f88.png,TERDAFTAR,9088
162,17,161,41,10,170,404,tdpseTerbit,9179,,OPERA FOR ANDROID,opera.com,Sektor Teknologi Informasi dan Komunikasi,OPERA NORWAY AS,2022-07-27,006445.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6138199a18ded3dc1660ad7ee752f249.png,TERDAFTAR,9087
163,17,161,41,10,170,404,tdpseTerbit,9178,,OPERA MINI,opera.com,Sektor Teknologi Informasi dan Komunikasi,OPERA NORWAY AS,2022-07-27,006445.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/0aaca34ebe8f5e509d8887237b174179.png,TERDAFTAR,9086
164,17,161,41,10,170,404,tdpseTerbit,9177,,OPERA NEWS,opera.com,Sektor Teknologi Informasi dan Komunikasi,OPERA NORWAY AS,2022-07-27,006445.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/bf9f1b5bc60987bd287942aaea9800c4.png,TERDAFTAR,9085
165,17,161,41,10,170,404,tdpseTerbit,9176,,OPERA FOR ANDROID,opera.com,Sektor Teknologi Informasi dan Komunikasi,OPERA NORWAY AS,2022-07-27,006445.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/db45544dbd03e979bcfbae768082a433.png,TERDAFTAR,9084
166,17,161,41,10,170,404,tdpseTerbit,9175,,OPERA MINI,opera.com,Sektor Teknologi Informasi dan Komunikasi,OPERA NORWAY AS,2022-07-27,006445.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b9583547463788abbe79b2599dba6597.png,TERDAFTAR,9083
167,17,161,41,10,170,404,tdpseTerbit,9166,,EPIC WAR: THRONES 1ST ANNIV.,play.google.com/store/apps/details?id=com.archosaur.jp.sgzgc.gp,Sektor Teknologi Informasi dan Komunikasi,FAMOUSHEART,2022-07-27,006438.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/29a3a4f876a768e6fdc00cb2bcafc2de.png,TERDAFTAR,9073
168,17,161,41,10,170,404,tdpseTerbit,9165,,DRAGON RAJA - SEA,play.google.com/store/apps/details?id=com.archosaur.sea.dr.gp,Sektor Teknologi Informasi dan Komunikasi,FAMOUSHEART,2022-07-27,006438.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6e7f3af3b5c9383148e13c0b8cbf3e6e.png,TERDAFTAR,9072
169,17,161,41,10,170,404,tdpseTerbit,9211,,MUMSEA] MU STRONGEST - WEBZEN OFFICIALLY AUTHORIZED,mustrongestsea.vnggames.net,Sektor Teknologi Informasi dan Komunikasi,"VNG SINGAPORE PTE., LTD.",2022-07-27,006431.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/3bf87e1846d18f2354237bd1f61bce79.png,TERDAFTAR,9119
170,18,171,41,10,180,404,tdpseTerbit,9150,,PERFECT WORLD VNG: FLY WITH ME,perfectworld.vng.games,Sektor Teknologi Informasi dan Komunikasi,"VNG SINGAPORE PTE., LTD.",2022-07-27,006431.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9d03d75d566483c80898dc7627959653.png,TERDAFTAR,9059
171,18,171,41,10,180,404,tdpseTerbit,9149,,DYNASTY WARRIORS: OVERLORDS,dynastywarriors.vnggames.net,Sektor Teknologi Informasi dan Komunikasi,"VNG SINGAPORE PTE., LTD.",2022-07-27,006431.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/5ebc34753dfc1f2aad5f69395a97010a.png,TERDAFTAR,9058
172,18,171,41,10,180,404,tdpseTerbit,9148,,CLOUD SONG: SAGA OF SKYWALKERS,cloudsong.vnggames.com,Sektor Teknologi Informasi dan Komunikasi,"VNG SINGAPORE PTE., LTD.",2022-07-27,006431.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/43ca3d290c07f13021b1e7f460844eab.png,TERDAFTAR,9057
173,18,171,41,10,180,404,tdpseTerbit,9147,,HEROES OF CROWN VNG,hoc.vnggames.com,Sektor Teknologi Informasi dan Komunikasi,"VNG SINGAPORE PTE., LTD.",2022-07-27,006431.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/666b7af16005b02784ed39457fd21189.png,TERDAFTAR,9056
174,18,171,41,10,180,404,tdpseTerbit,8928,,ROBLOX CORPORATION,roblox.com,Sektor Teknologi Informasi dan Komunikasi,ROBLOX CORPORATION,2022-07-19,006219.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/0b2a98dca1d24b3fecc97844ef8c9086.png,TERDAFTAR,8834
175,18,171,41,10,180,404,tdpseTerbit,8770,,MIHCM,mihcm.com,Sektor Teknologi Informasi dan Komunikasi,MIHCM ASIA,2022-07-22,006145.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6bb2851a4a293b0844f1811f3a1a47f0.png,TERDAFTAR,8687
176,18,171,41,10,180,404,tdpseTerbit,10707,,NOVELAME,novelame168.com,Sektor Teknologi Informasi dan Komunikasi,AKURA PTE. LTD.,2022-08-23,006144.07/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/45de27ffaffb25d90475119270ea76a2.png,TERDAFTAR,10540
177,18,171,41,10,180,404,tdpseTerbit,10381,,FICNOVEL,ficnovel.net,Sektor Teknologi Informasi dan Komunikasi,AKURA PTE. LTD.,2022-08-15,006144.06/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/92661573ac8c94c1e30be295735bbaf7.png,TERDAFTAR,10238
178,18,171,41,10,180,404,tdpseTerbit,9917,,SPARKAL,play.google.com/store/apps/details?id=com.sparkal.novel&hl=id&gl=id,Sektor Teknologi Informasi dan Komunikasi,AKURA PTE. LTD.,2022-08-05,006144.05/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/fffee3a943eaec7c8e2cb33a3a5b425d.png,TERDAFTAR,9804
179,18,171,41,10,180,404,tdpseTerbit,9491,,UNINOVEL,play.google.com/store/apps/details?id=com.uninovel.novel,Sektor Teknologi Informasi dan Komunikasi,AKURA PTE. LTD.,2022-08-01,006144.04/DJAI.PSE/08/2022,https://pse.kominfo.go.id/storage/images/qr_code/4b4b6f5a32d6e1772c292a4d7a93001c.png,TERDAFTAR,9398
180,19,181,41,10,190,404,tdpseTerbit,9174,,GLONOVEL,play.google.com/store/apps/details?id=com.glonovel.story,Sektor Teknologi Informasi dan Komunikasi,AKURA PTE. LTD.,2022-07-27,006144.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/09f1a661351f326aacfa42494af026f7.png,TERDAFTAR,9081
181,19,181,41,10,190,404,tdpseTerbit,9173,,FUNNOVEL,hitnovelvip.com,Sektor Teknologi Informasi dan Komunikasi,AKURA PTE. LTD.,2022-07-27,006144.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/96b0d38b23f4fecdf29f504c1ce23730.png,TERDAFTAR,9080
182,19,181,41,10,190,404,tdpseTerbit,8769,,KUBACA,play.google.com/store/apps/details?id=com.reader.kubaca,Sektor Teknologi Informasi dan Komunikasi,AKURA PTE. LTD.,2022-07-22,006144.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/5cb37184670e054b6224cf7caf0ef553.png,TERDAFTAR,8686
183,19,181,41,10,190,404,tdpseTerbit,8768,,ESKYFUN GAME,forevergamehome.com,Sektor Teknologi Informasi dan Komunikasi,ESKYFUN GAME,2022-07-22,006143.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/cefb5eb74575280e346f1f8786f8531c.png,TERDAFTAR,8685
184,19,181,41,10,190,404,tdpseTerbit,8480,,HAMURNI APP,hamurni.com,Sektor Teknologi Informasi dan Komunikasi,WWF-WORLD WIDE FUND FOR NATURE (SINGAPORE) LIMITED,2022-07-21,005941.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f8728d5f5f29164f03337fd96c8decf2.png,TERDAFTAR,8396
185,19,181,41,10,190,404,tdpseTerbit,8775,,MANGADEX - API,api.mangadex.org,Sektor Teknologi Informasi dan Komunikasi,TRISTAN NINE,2022-07-22,005940.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b8e63e11f44cdc5ec0cd0e5d4571584a.png,TERDAFTAR,8692
186,19,181,41,10,190,404,tdpseTerbit,8774,,MANGADEX - CDN,uploads.mangadex.org,Sektor Teknologi Informasi dan Komunikasi,TRISTAN NINE,2022-07-22,005940.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f7d0d1d20d9f81767ea8ebfd578f6edc.png,TERDAFTAR,8691
187,19,181,41,10,190,404,tdpseTerbit,8479,,MANGADEX,mangadex.org,Sektor Perdagangan,TRISTAN NINE,2022-07-21,005940.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/afc849abc05e1a925b39bac96a8506fa.png,TERDAFTAR,8395
188,19,181,41,10,190,404,tdpseTerbit,8477,,"MANGODICKS, INC",mangodicks.org,Sektor Teknologi Informasi dan Komunikasi,"MANGODICKS, INC",2022-07-21,005939.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/2527f94155c57e2555b24b72b35ff17c.png,TERDAFTAR,8394
189,19,181,41,10,190,404,tdpseTerbit,8473,,VIVO GAME CENTER,pay.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.18/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/92cf381fe86841663da52e6b362f9be2.png,TERDAFTAR,8389
190,20,191,41,10,200,404,tdpseTerbit,8472,,VIVO GAME CENTER,asia-gamecenter.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.17/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/1c87ae9382bb1ea2624b4711eee18a9c.png,TERDAFTAR,8388
191,20,191,41,10,200,404,tdpseTerbit,8471,,VIVO OFFICIAL E-STORE,shop.vivo.com/id/,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.16/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/853dd7816064b6ed5713f335db041115.png,TERDAFTAR,8387
192,20,191,41,10,200,404,tdpseTerbit,8470,,VIVO GAME CENTER,in-gamecenter.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.15/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9b4e32bd9ffa9b4445ce544ce585675c.png,TERDAFTAR,8386
193,20,191,41,10,200,404,tdpseTerbit,8469,,VIVO.COM OFFICIAL WEBSITE,vivo.com/id/,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.14/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/17b6085d8a4a148f37429448ddf7680e.png,TERDAFTAR,8385
194,20,191,41,10,200,404,tdpseTerbit,8468,,VIVO GAME CENTER,payglobal.vivo.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.13/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/5c858afd02b3bfce41797fa9c4adda2d.png,TERDAFTAR,8384
195,20,191,41,10,200,404,tdpseTerbit,8467,,VIVO BROWSER,asia-browser.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.12/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/00cf3cdbbb1a3aba2ddd8df8219a00a8.png,TERDAFTAR,8383
196,20,191,41,10,200,404,tdpseTerbit,8466,,VIVO BROWSER,asia-browser.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.11/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b4cd63fbf4f446698a8959a5b522624d.png,TERDAFTAR,8382
197,20,191,41,10,200,404,tdpseTerbit,8465,,VIVO.COM APPLICATION,asia-expweb.vivo.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.10/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/329505453599e208d8464e70b8007f69.png,TERDAFTAR,8381
198,20,191,41,10,200,404,tdpseTerbit,8464,,VIVO.COM OFFICIAL WEBSITE,vivo.com/id/,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.09/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e0ffe9d55c903dcbf267d1da12831839.png,TERDAFTAR,8380
199,20,191,41,10,200,404,tdpseTerbit,8463,,VIVO GAME CENTER,in-gamecenter.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.08/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/40e220bb7756a28aa055e6e4b5d3c3f1.png,TERDAFTAR,8379
200,21,201,41,10,210,404,tdpseTerbit,8462,,VIVO GAME CENTER,payglobal.vivo.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.07/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b8a74bd67d9793c5fc14d629ac559043.png,TERDAFTAR,8378
201,21,201,41,10,210,404,tdpseTerbit,8461,,VIVO GAME CENTER,asia-gamecenter.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.06/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e2e8a29d1411cfdb69e1c40c02fa0be8.png,TERDAFTAR,8377
202,21,201,41,10,210,404,tdpseTerbit,8460,,VIVO GAME CENTER,pay.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/62bb078425a3103ef3b1e6a20036d75e.png,TERDAFTAR,8376
203,21,201,41,10,210,404,tdpseTerbit,8459,,VIVO BROWSER,asia-browser.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/c18f9767e35695297bf9897455dddd75.png,TERDAFTAR,8375
204,21,201,41,10,210,404,tdpseTerbit,8458,,VIVO BROWSER,asia-browser.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/39531d017a0d46e695c06aad536f9d5c.png,TERDAFTAR,8374
205,21,201,41,10,210,404,tdpseTerbit,8457,,VIVO.COM APPLICATION,asia-expweb.vivo.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d0a139ed86aa785d7c9643cb5a48c1fe.png,TERDAFTAR,8373
206,21,201,41,10,210,404,tdpseTerbit,8456,,SHOP.VIVO.COM,shop.vivo.com/id/,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/3f8a482ab77bb48a8309263609a5b218.png,TERDAFTAR,8372
207,21,201,41,10,210,404,tdpseTerbit,8279,,XSHOT,winnerinter.co.id,Sektor Teknologi Informasi dan Komunikasi,PT  Winner Interactive,2022-07-20,005837.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/3e6453dc1960a7e2ca3324df7127f2af.png,TERDAFTAR,8198
208,21,201,41,10,210,404,tdpseTerbit,8278,,HELLO SEHAT,hellosehat.com,Sektor Teknologi Informasi dan Komunikasi,HELLO HEALTH GROUP PTE LTD,2022-07-20,005836.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/0144fdc7836a75bdb0fe95fceee69efe.png,TERDAFTAR,8195
209,21,201,41,10,210,404,tdpseTerbit,8277,,SNAPCHAT,snapchat.com,Sektor Teknologi Informasi dan Komunikasi,SNAPCHAT INC.,2022-07-20,005835.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/1dda1942bd83a241b8a55f6830b9d234.png,TERDAFTAR,8194
210,22,211,41,10,220,404,tdpseTerbit,8275,,TWITTER,twitter.com,Sektor Teknologi Informasi dan Komunikasi,TWITTER INC,2022-07-20,005834.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/546470b8ee206670ee43b48c902cc086.png,TERDAFTAR,8193
211,22,211,41,10,220,404,tdpseTerbit,8274,,LINE GAMES,line.me/en/?game#allProduct,Sektor Teknologi Informasi dan Komunikasi,LINE CORPORATION,2022-07-20,005833.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/12001a7c7e123efb69f10008f9eb597b.png,TERDAFTAR,8192
212,22,211,41,10,220,404,tdpseTerbit,8273,,LINE STORE,store.line.me/home/id,Sektor Perdagangan,LINE CORPORATION,2022-07-20,005833.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/38fd023e0cb5e468163647d6e056c0b8.png,TERDAFTAR,8191
213,22,211,41,10,220,404,tdpseTerbit,8272,,WEBTOON,webtoons.com/id,Sektor Teknologi Informasi dan Komunikasi,LINE CORPORATION,2022-07-20,005833.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/84d4c780c66ccb42ab118541ed3a87c7.png,TERDAFTAR,8190
214,22,211,41,10,220,404,tdpseTerbit,8271,,LINE MESSENGER,line.me/id/,Sektor Teknologi Informasi dan Komunikasi,LINE CORPORATION,2022-07-20,005833.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/0d3b6e57ad5c7b45bf9ed45025955d8e.png,TERDAFTAR,8189
215,22,211,41,10,220,404,tdpseTerbit,8270,,LINE,line.me/id/,Sektor Teknologi Informasi dan Komunikasi,LINE CORPORATION,2022-07-20,005833.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/64c7f7f5447cf71afbc5178408195602.png,TERDAFTAR,8188
216,22,211,41,10,220,404,tdpseTerbit,8268,,AUK INDUSTRIES,auk.industries,Sektor Teknologi Informasi dan Komunikasi,AUK INDUSTRIES PTE. LTD.,2022-07-20,005832.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/7bb80ab335d55b5085a78e5a27f39d26.png,TERDAFTAR,8186
217,22,211,41,10,220,404,tdpseTerbit,8267,,AUK INDUSTRIES SYSTEM,ops.auk.industries,Sektor Teknologi Informasi dan Komunikasi,AUK INDUSTRIES PTE. LTD.,2022-07-20,005832.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/850102da6fda5f114849ba6f7d573806.png,TERDAFTAR,8185
218,22,211,41,10,220,404,tdpseTerbit,8266,,PARTYING,partying.sg,Sektor Perdagangan,OLA PARTY PTE. LTD.,2022-07-20,005831.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/8216d4b5053132b9a3f50ea521d58314.png,TERDAFTAR,8184
219,22,211,41,10,220,404,tdpseTerbit,8262,,IDLE MONSTER GO,mjhw.hnmaiji.com,Sektor Perdagangan,"GUANGZHOU MAIJI INFORMATION TECHNOLOGY CO.,LTD",2022-07-20,005830.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/967ccbc23a85e26af0e69d2450bf86da.png,TERDAFTAR,8179
220,23,221,41,10,230,404,tdpseTerbit,8261,,TENSURA: KING OF MONSTERS,global.wdyxgames.com,Sektor Teknologi Informasi dan Komunikasi,HOOLAIGAME,2022-07-20,005829.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f89cabbf1a2f3dfb91c73902135ecfbb.png,TERDAFTAR,8178
221,23,221,41,10,230,404,tdpseTerbit,8260,,FUTURE FOOTBALL MANAGER,global.wdyxgames.com,Sektor Teknologi Informasi dan Komunikasi,HOOLAIGAME,2022-07-20,005829.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b839791ed4451474d292d8c4ed7eafdd.png,TERDAFTAR,8177
222,23,221,41,10,230,404,tdpseTerbit,8259,,ULTIMATE FOOTBALL CLUB,hoolaigames.com,Sektor Teknologi Informasi dan Komunikasi,HOOLAIGAME,2022-07-20,005829.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/78e12b8eab38d5edfdae53026c196fec.png,TERDAFTAR,8176
223,23,221,41,10,230,404,tdpseTerbit,8258,,CHAMPIONS MANAGER MOBASAKA,hoolaigames.com,Sektor Teknologi Informasi dan Komunikasi,HOOLAIGAME,2022-07-20,005829.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b4acbfccadab8e0b4daa4204bb6fc67b.png,TERDAFTAR,8175
224,23,221,41,10,230,404,tdpseTerbit,8257,,AUTO CHESS,zizouqi.com,Sektor Teknologi Informasi dan Komunikasi,Long Entertainment Company Limited,2022-07-20,005828.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/387a767af07fc330d772ea85580c6bcb.png,TERDAFTAR,8174
225,23,221,41,10,230,404,tdpseTerbit,9411,,VOOV,voovmeeting.com/index.html,Sektor Teknologi Informasi dan Komunikasi,ACEVILLE PTE. LTD.,2022-07-29,005825.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/06e432f95de3ffa2f63f5e8004e87c8c.png,TERDAFTAR,9321
226,23,221,41,10,230,404,tdpseTerbit,8253,,TENCENT CLOUD INTERNATIONAL,tencentcloud.com/?lang=en&pg=,Sektor Teknologi Informasi dan Komunikasi,ACEVILLE PTE. LTD.,2022-07-20,005825.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/97354cfa78c28b4fd2958393b4fd1fc6.png,TERDAFTAR,8173
227,23,221,41,10,230,404,tdpseTerbit,8252,,PUBG: BATTLEGROUNDS,krafton.com/en/,Sektor Teknologi Informasi dan Komunikasi,"KRAFTON, INC.",2022-07-20,005823.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/c5cd17a2cc615d88bac855292f1a54ff.png,TERDAFTAR,8171
228,23,221,41,10,230,404,tdpseTerbit,8251,,NEW STATE MOBILE,krafton.com/en/,Sektor Teknologi Informasi dan Komunikasi,"KRAFTON, INC.",2022-07-20,005823.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/86e4d574cbd7ae297dba5959b110c171.png,TERDAFTAR,8170
229,23,221,41,10,230,404,tdpseTerbit,8250,,GAMELOOP,gameloop.com/id/,Sektor Teknologi Informasi dan Komunikasi,HONG KONG GATHERING MEDIA LIMITED,2022-07-20,005821.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/dac1bbe0ca1b8e40d2ba8ec41b52df64.png,TERDAFTAR,8169
230,24,231,41,10,240,404,tdpseTerbit,8247,,WETV,wetv.vip/id,Sektor Teknologi Informasi dan Komunikasi,IMAGE FUTURE INVESTMENT (HK) LIMITED,2022-07-20,005819.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/7a6029b02bbc61b42752aabd2079245c.png,TERDAFTAR,8165
231,24,231,41,10,240,404,tdpseTerbit,8246,,LINGOACE,lingoace.com/id/,Sektor Teknologi Informasi dan Komunikasi,PPLINGO PTE LTD,2022-07-20,005818.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/cd2ca54a43135302c94d28da1c152446.png,TERDAFTAR,8164
